Number of elem 23380 
Number of local values per element 3 
0;0;-4.746005e-06;7.496428e-06;2.053919e-04;
0;1;1.564259e-06;4.721524e-06;-2.597938e-05;
0;2;-3.559105e-06;2.984748e-06;1.647881e-04;
1;0;-1.182670e-03;1.090616e-03;2.648680e-02;
1;1;-1.045148e-03;1.253337e-03;3.283956e-02;
1;2;-6.872230e-04;5.292568e-04;1.664776e-02;
2;0;1.883766e-68;4.489945e-67;-7.605853e-66;
2;1;-5.051411e-67;2.040094e-67;-1.202701e-65;
2;2;4.050645e-68;-4.266522e-68;-1.474706e-66;
3;0;5.609994e-38;3.015700e-38;-1.226011e-36;
3;1;6.734490e-38;-5.971296e-38;1.488099e-36;
3;2;-1.842557e-38;1.179410e-39;-1.129234e-36;
4;0;-1.501179e-67;9.593244e-67;-1.516556e-65;
4;1;-2.627236e-68;-9.652142e-67;1.874079e-65;
4;2;-1.940072e-67;-6.092081e-67;6.592885e-66;
5;0;8.088636e-38;8.839400e-38;-1.951587e-36;
5;1;-4.414248e-38;-1.065802e-37;2.598644e-36;
5;2;-3.412436e-38;-1.873233e-37;2.680957e-36;
6;0;-1.119314e-03;-1.279804e-05;2.511122e-02;
6;1;-1.226026e-04;8.310390e-05;-1.159970e-03;
6;2;-1.409656e-03;2.967744e-05;3.162120e-02;
7;0;-1.049879e-07;-3.177398e-08;2.552966e-06;
7;1;7.543108e-07;-2.256376e-07;-1.012417e-05;
7;2;2.777001e-07;-2.499911e-08;-2.707307e-06;
8;0;1.392576e-06;3.629362e-06;1.845074e-05;
8;1;-5.328498e-07;3.153046e-06;6.449990e-05;
8;2;4.868357e-06;8.735915e-06;8.354530e-05;
9;0;-6.813612e-10;-1.102284e-09;1.895011e-08;
9;1;2.543748e-10;1.213748e-09;-2.680660e-08;
9;2;8.739282e-10;2.763960e-09;-5.979374e-08;
10;0;-2.808973e-05;1.066716e-03;8.622237e-03;
10;1;1.608704e-04;1.071475e-03;5.400872e-03;
10;2;-6.070503e-04;1.066227e-03;1.411905e-02;
11;0;1.920718e-05;-2.676076e-05;-3.731064e-04;
11;1;-7.089938e-05;7.399043e-05;1.923125e-03;
11;2;5.938305e-06;-4.073314e-05;-5.682954e-04;
12;0;-1.221565e-03;8.856412e-05;2.723209e-02;
12;1;-1.488562e-03;-5.180801e-05;3.334246e-02;
12;2;-2.314962e-03;4.516994e-05;5.360865e-02;
13;0;-2.162918e-03;2.417745e-03;5.102696e-02;
13;1;-1.748859e-03;1.802155e-03;4.500043e-02;
13;2;-1.977645e-03;1.816986e-03;5.186524e-02;
14;0;9.564495e-05;9.525800e-05;-6.649327e-03;
14;1;2.503201e-04;2.945146e-04;-7.341722e-03;
14;2;-1.926370e-06;2.873010e-04;-3.956624e-03;
15;0;-1.070475e-08;7.379307e-09;-1.145498e-07;
15;1;-2.593955e-08;1.522032e-07;-3.008480e-06;
15;2;-4.744082e-08;1.427065e-07;-2.847036e-06;
16;0;-1.173620e-03;9.362879e-04;7.003293e-04;
16;1;-1.241868e-03;9.267100e-04;-1.264604e-03;
16;2;-1.192781e-03;8.206830e-04;3.364632e-04;
17;0;-1.356465e-08;-1.843540e-09;1.630959e-08;
17;1;-3.342624e-09;9.804427e-08;-1.855352e-06;
17;2;-2.747115e-09;-5.351353e-08;7.901964e-07;
18;0;-3.192666e-22;-8.453758e-24;7.556223e-21;
18;1;-1.255315e-21;-7.722948e-22;3.483736e-20;
18;2;-5.022754e-22;5.531351e-23;5.079995e-21;
19;0;-6.001167e-07;1.227272e-06;-4.103539e-06;
19;1;-6.799165e-06;4.579802e-06;1.618923e-04;
19;2;7.623322e-06;1.968376e-06;-5.060779e-05;
20;0;-1.271709e-04;-4.198353e-04;-6.265599e-03;
20;1;3.678971e-05;-5.130885e-04;-6.763723e-03;
20;2;-2.339386e-05;-5.247114e-04;-6.346194e-03;
21;0;-3.928873e-04;4.395591e-04;6.123000e-03;
21;1;-1.293862e-03;5.164618e-07;3.142724e-02;
21;2;-1.021809e-04;1.488634e-04;-1.348025e-03;
22;0;4.999057e-59;1.321197e-59;7.698463e-58;
22;1;7.825021e-59;1.946011e-59;1.386660e-57;
22;2;-2.205096e-58;9.838584e-60;-4.248562e-57;
23;0;2.611448e-04;1.142749e-03;-2.479249e-02;
23;1;1.989465e-04;1.095815e-03;-2.116167e-02;
23;2;1.647471e-04;8.314337e-04;-1.988488e-02;
24;0;8.784004e-46;2.235281e-45;-5.290194e-44;
24;1;-6.647330e-46;-2.106512e-45;3.613902e-44;
24;2;1.063420e-45;4.154717e-45;-8.456444e-44;
25;0;2.053609e-04;8.361845e-04;-1.833127e-02;
25;1;1.994226e-04;1.120315e-03;-1.959192e-02;
25;2;1.925677e-04;1.187973e-03;-2.246289e-02;
26;0;-1.784927e-04;-5.702374e-05;-4.346851e-03;
26;1;-7.413706e-05;-1.196921e-04;-4.777855e-03;
26;2;-7.702827e-05;-1.038430e-04;-5.551320e-03;
27;0;-1.108555e-03;-7.898512e-04;1.423599e-02;
27;1;-7.151257e-04;8.100230e-04;-2.106621e-02;
27;2;-2.394447e-03;2.993693e-03;-2.367122e-02;
28;0;7.536683e-04;-1.006970e-03;-2.509998e-02;
28;1;1.917502e-03;5.349913e-05;-2.210549e-02;
28;2;2.284505e-03;-1.244075e-04;-3.223500e-02;
29;0;-6.835336e-04;1.101770e-03;2.037952e-02;
29;1;-1.296858e-03;1.719899e-03;1.933434e-02;
29;2;-3.633700e-04;2.692069e-04;1.346658e-02;
30;0;-8.230467e-04;8.935129e-04;2.464828e-02;
30;1;-7.192536e-04;3.142797e-04;1.969048e-02;
30;2;-6.674642e-04;3.893334e-04;2.102751e-02;
31;0;2.511051e-40;3.222762e-40;-1.008719e-38;
31;1;-6.063065e-40;-7.300604e-40;2.312000e-38;
31;2;-3.563707e-40;-4.572952e-40;1.240559e-38;
32;0;-3.111350e-05;-3.392551e-05;8.844151e-04;
32;1;7.298357e-05;5.030764e-05;-2.014691e-03;
32;2;2.187770e-05;-5.052768e-07;-5.584918e-04;
33;0;9.651860e-04;5.997120e-05;-2.027324e-02;
33;1;5.614800e-04;-5.002256e-05;-1.681274e-02;
33;2;5.949176e-04;1.799453e-04;-1.284802e-02;
34;0;-3.870696e-05;-5.581000e-05;-9.819217e-04;
34;1;-4.609057e-05;-7.719846e-05;-1.001523e-03;
34;2;-9.427973e-06;-2.452502e-05;-8.950600e-04;
35;0;-3.312237e-04;-6.025611e-04;1.799172e-03;
35;1;-3.974642e-04;-8.116286e-04;-2.291694e-04;
35;2;-3.596694e-04;-8.685357e-04;-1.592071e-03;
36;0;-6.104147e-06;-2.722989e-06;-1.607608e-04;
36;1;-3.501219e-05;-2.918263e-05;-8.742711e-04;
36;2;-2.691161e-05;-2.514528e-05;-7.740932e-04;
37;0;-1.158342e-04;1.085193e-03;2.196072e-02;
37;1;-3.089851e-04;1.272392e-03;2.749812e-02;
37;2;-1.018189e-04;1.107843e-03;2.109331e-02;
38;0;-1.223586e-04;-2.183921e-04;-3.433956e-03;
38;1;-2.198718e-04;-2.553213e-04;-4.879593e-03;
38;2;-2.069392e-04;-1.715770e-04;-3.805740e-03;
39;0;-1.889025e-04;1.227054e-04;-7.381979e-03;
39;1;-2.042298e-04;4.189896e-05;-8.569069e-03;
39;2;-2.112785e-04;-1.203812e-04;-7.916106e-03;
40;0;3.152915e-56;-6.599009e-56;1.187027e-54;
40;1;4.595786e-57;-2.725042e-58;2.083397e-56;
40;2;-5.042221e-56;9.925678e-56;-1.815513e-54;
41;0;1.160721e-03;-1.203264e-03;-1.434390e-02;
41;1;1.970444e-03;-2.731355e-03;-2.753322e-02;
41;2;1.386062e-03;-1.727766e-03;-1.751506e-02;
42;0;1.074851e-12;-2.173330e-11;3.932946e-10;
42;1;-4.771920e-12;1.388609e-11;-3.551472e-10;
42;2;-6.788545e-12;3.444842e-11;-7.654132e-10;
43;0;-1.419659e-04;8.868985e-04;1.555489e-02;
43;1;-1.224182e-04;7.615058e-04;1.272082e-02;
43;2;-1.270410e-04;7.639599e-04;1.294835e-02;
44;0;5.029023e-04;-2.723883e-04;1.832261e-02;
44;1;-3.002707e-04;-2.757946e-04;1.182262e-02;
44;2;-3.399206e-04;5.199610e-04;1.490511e-02;
45;0;-9.297144e-05;9.255144e-05;2.256451e-02;
45;1;3.279546e-04;-4.584821e-04;2.571267e-02;
45;2;7.622488e-04;-1.034010e-04;1.549305e-02;
46;0;2.488534e-03;-2.135368e-04;3.514676e-02;
46;1;1.097115e-03;8.173337e-04;2.249896e-02;
46;2;9.074595e-04;9.214849e-04;1.754901e-02;
47;0;9.919725e-04;1.219180e-03;1.726882e-02;
47;1;7.879743e-04;7.081731e-04;2.138337e-02;
47;2;4.871217e-04;8.166267e-04;1.164027e-02;
48;0;-5.998859e-06;-3.005059e-03;6.615995e-02;
48;1;-2.067555e-03;-4.691731e-03;9.345312e-02;
48;2;-2.280803e-03;-3.963599e-03;9.633077e-02;
49;0;1.480975e-03;-7.277555e-04;-9.122293e-04;
49;1;1.577218e-03;-8.090166e-04;-1.235881e-02;
49;2;1.527187e-03;-6.762281e-04;-3.629293e-03;
50;0;-4.911466e-04;6.334530e-05;5.468835e-04;
50;1;-3.550829e-04;-4.736539e-06;2.297098e-03;
50;2;-4.793861e-04;-1.707914e-05;2.593768e-03;
51;0;1.888938e-06;-8.310991e-06;-2.055983e-04;
51;1;-1.039047e-06;3.880580e-06;7.707234e-05;
51;2;3.304403e-06;-9.225124e-06;-2.292465e-04;
52;0;-1.370619e-04;9.273141e-05;-2.164670e-03;
52;1;4.238461e-05;5.053445e-06;-8.180949e-03;
52;2;-1.685426e-04;5.404297e-05;-1.024590e-03;
53;0;7.161157e-43;8.477596e-43;9.362400e-42;
53;1;-1.062793e-42;1.721323e-42;-5.575987e-41;
53;2;1.684722e-42;-2.447130e-42;6.855814e-41;
54;0;3.202800e-10;1.834316e-09;1.805745e-08;
54;1;-4.457561e-09;2.567840e-09;1.093768e-07;
54;2;-2.725796e-09;-1.824139e-09;3.016878e-08;
55;0;-9.402624e-06;6.003193e-04;-2.062194e-03;
55;1;1.421280e-04;7.257796e-04;7.152168e-05;
55;2;1.292265e-04;6.206345e-04;-7.304419e-04;
56;0;-4.161075e-09;-1.593178e-09;-2.250048e-08;
56;1;-4.531036e-09;-1.185859e-08;-1.037823e-07;
56;2;1.225308e-08;1.604037e-08;1.810223e-07;
57;0;-3.637353e-04;7.879250e-04;-8.819761e-03;
57;1;-1.734851e-04;5.798847e-04;-1.148033e-02;
57;2;-4.930882e-04;6.967187e-04;-8.570422e-03;
58;0;1.804063e-04;2.171616e-04;-3.630098e-03;
58;1;2.889493e-04;3.241135e-04;-1.492679e-03;
58;2;1.952164e-04;-6.902375e-05;-1.035191e-02;
59;0;-6.899986e-11;-8.490715e-11;-1.836636e-09;
59;1;-4.551864e-11;-2.948951e-11;-1.214520e-09;
59;2;5.497119e-13;1.898703e-12;-1.108183e-10;
60;0;-4.640272e-07;4.244947e-07;-8.630666e-06;
60;1;-3.719090e-07;1.048305e-07;-6.750864e-06;
60;2;1.046489e-07;-1.859312e-07;2.615626e-06;
61;0;-2.763621e-09;4.171385e-09;7.913036e-08;
61;1;2.317663e-09;-3.051749e-09;-5.059427e-08;
61;2;-2.254199e-09;2.099706e-09;4.500421e-08;
62;0;-2.473519e-05;-7.655808e-05;2.370546e-04;
62;1;1.445639e-06;-5.384452e-05;-1.248183e-04;
62;2;-7.558067e-05;-1.214686e-04;-1.709793e-03;
63;0;-4.844780e-04;1.691368e-04;1.032932e-02;
63;1;-4.250462e-04;1.852972e-04;1.018387e-02;
63;2;-4.732739e-04;1.342839e-04;1.047801e-02;
64;0;5.933044e-04;9.960517e-04;-2.363916e-02;
64;1;2.168084e-04;4.015258e-04;-1.512428e-02;
64;2;3.307742e-04;3.993858e-04;-1.547265e-02;
65;0;3.126140e-36;6.122142e-36;-2.131286e-35;
65;1;-8.256190e-36;-1.711491e-35;5.975682e-35;
65;2;2.740372e-36;5.376118e-36;-1.883299e-35;
66;0;4.924796e-10;1.389075e-09;-3.621229e-08;
66;1;1.862882e-10;2.085635e-10;-9.032928e-09;
66;2;6.033111e-11;-3.970664e-10;9.161768e-09;
67;0;-2.572895e-02;-3.434972e-02;-2.331982e-01;
67;1;-6.441698e-03;-8.239259e-03;-1.468441e-01;
67;2;-7.968771e-03;-2.229522e-02;-2.898836e-01;
68;0;-3.791111e-04;-5.205960e-04;1.505135e-02;
68;1;3.545274e-05;6.610195e-05;-2.395042e-03;
68;2;1.380349e-04;1.165612e-04;-6.093628e-03;
69;0;-1.246697e-04;2.192769e-03;-9.526486e-03;
69;1;1.314456e-04;9.521354e-04;-1.172827e-02;
69;2;2.788604e-05;1.266164e-03;-1.989907e-02;
70;0;1.356464e-03;1.158947e-03;-3.078822e-02;
70;1;1.269671e-03;1.124349e-03;-2.758872e-02;
70;2;1.166818e-03;1.131228e-03;-2.624258e-02;
71;0;1.398731e-03;-1.528605e-03;-2.844073e-02;
71;1;1.551538e-03;-9.319245e-04;-1.634487e-02;
71;2;1.570819e-03;-1.413879e-03;-2.520099e-02;
72;0;-1.575761e-17;8.050621e-18;2.206189e-16;
72;1;7.788134e-18;5.075881e-19;-1.292106e-16;
72;2;3.068114e-17;-1.062286e-17;-5.266246e-16;
73;0;2.029863e-17;-7.596601e-17;-1.358335e-15;
