number;name;x;y;val;
0;0;-4.408170e-29;2.044061e-29;8.591543e-28;
0;1;-3.030675e-30;4.721038e-30;1.567204e-29;
0;2;6.028787e-29;-3.762298e-30;-1.118107e-27;
1;0;-1.627662e-30;5.568423e-30;6.536421e-30;
1;1;2.231105e-29;2.049285e-29;-6.364462e-28;
1;2;9.587067e-29;3.248984e-29;-1.820777e-27;
2;0;1.167359e-11;-1.056016e-11;-2.146447e-10;
2;1;-7.038229e-12;7.028543e-12;1.147384e-10;
2;2;-6.190978e-12;5.117841e-12;1.119124e-10;
3;0;1.505237e-35;-1.140078e-35;-3.771824e-34;
3;1;-4.538801e-35;1.182125e-35;6.024528e-34;
3;2;9.723852e-35;-3.680675e-35;-1.536553e-33;
4;0;-4.768738e-10;-8.459173e-11;-8.025183e-09;
4;1;1.278571e-09;1.504715e-10;1.499657e-08;
4;2;1.159601e-09;1.705639e-10;1.394546e-08;
5;0;8.561939e-17;-8.736536e-17;8.609365e-16;
5;1;-6.380431e-17;8.525388e-17;-8.476037e-16;
5;2;-2.067210e-17;4.595228e-17;-3.033432e-16;
6;0;-1.055674e-29;2.309690e-29;7.356068e-28;
6;1;2.351519e-29;-3.107594e-30;-4.789232e-28;
6;2;-3.409608e-30;6.616086e-31;1.015390e-28;
7;0;3.813416e-10;-1.916529e-11;7.194121e-09;
7;1;1.294585e-10;-6.122897e-12;1.374238e-09;
7;2;4.876012e-10;-1.590082e-11;5.538375e-09;
8;0;3.974511e-08;-3.455984e-09;-7.821792e-07;
8;1;6.864389e-09;-1.252518e-08;-7.246846e-08;
8;2;-9.879191e-08;-2.193497e-08;2.250442e-06;
9;0;-4.919641e-28;-9.121670e-28;-3.802575e-27;
9;1;-4.206655e-28;3.281474e-29;1.130670e-26;
9;2;1.543406e-27;-7.864835e-28;-3.294875e-26;
10;0;5.424189e-36;-1.317477e-36;-9.628595e-35;
10;1;-3.326816e-36;-3.617647e-36;4.044573e-35;
10;2;7.280798e-37;9.541356e-36;1.620090e-34;
11;0;-8.740040e-10;-8.510916e-11;-8.408165e-09;
11;1;1.553305e-09;2.372692e-10;1.589470e-08;
11;2;1.245752e-09;1.690537e-10;6.793185e-09;
12;0;-7.527550e-12;1.880757e-11;-4.534296e-10;
12;1;-5.505912e-12;3.881147e-11;-6.976826e-10;
12;2;-1.973382e-11;6.741074e-11;-1.184193e-09;
13;0;4.522613e-10;-5.364876e-11;7.269691e-09;
13;1;1.817659e-10;-3.154634e-11;2.669357e-09;
13;2;1.368162e-10;1.225073e-11;1.312163e-09;
14;0;-5.158887e-38;-2.408816e-38;-7.887720e-37;
14;1;1.567726e-37;5.601973e-38;2.008778e-36;
14;2;-3.035291e-38;-1.481763e-38;-3.120023e-37;
15;0;3.286624e-52;9.728928e-53;-7.273726e-51;
15;1;-2.872490e-52;-6.535670e-53;8.178490e-51;
15;2;6.057060e-52;1.527623e-52;-1.559938e-50;
16;0;1.404519e-03;4.476889e-03;6.795307e-02;
16;1;1.725012e-03;6.530827e-03;8.537147e-02;
16;2;1.712933e-03;4.817681e-03;7.019018e-02;
17;0;-3.790617e-04;2.943036e-05;-1.204419e-03;
17;1;4.555162e-03;-1.852247e-03;4.845109e-02;
17;2;2.763407e-03;-9.823484e-04;2.501238e-02;
18;0;-6.864025e-49;-1.412421e-48;-1.368626e-47;
18;1;-6.690844e-50;7.849553e-49;5.613895e-48;
18;2;6.385832e-49;2.006967e-49;2.043269e-48;
19;0;6.876594e-07;-1.962113e-06;-2.796907e-05;
19;1;-2.676907e-07;-2.597621e-06;-2.391991e-05;
19;2;3.585974e-07;-5.276079e-06;-9.288449e-05;
20;0;-2.013109e-03;7.123274e-04;-3.075278e-02;
20;1;-2.649071e-03;9.272940e-04;-3.592185e-02;
20;2;-2.067096e-03;1.417964e-03;-4.295559e-02;
21;0;-6.483966e-16;1.297376e-16;-1.072045e-14;
21;1;4.175975e-16;-5.585709e-16;5.288875e-15;
21;2;-6.993074e-16;-4.302280e-16;-1.715084e-14;
22;0;4.401980e-06;6.653223e-06;-2.295040e-04;
22;1;9.328230e-06;5.999310e-06;-2.658880e-04;
22;2;6.019166e-06;5.174239e-06;-1.095952e-04;
23;0;1.872237e-02;2.840659e-02;-2.478286e-01;
23;1;1.051131e-02;1.514400e-02;-1.947410e-01;
23;2;6.491221e-03;2.089636e-02;-1.895861e-01;
24;0;8.674309e-72;3.183334e-72;1.835793e-70;
24;1;3.958892e-72;1.403381e-72;7.399593e-71;
24;2;-6.113969e-72;-2.252173e-72;-1.241320e-70;
25;0;9.983035e-30;3.520501e-29;2.752675e-28;
25;1;5.422224e-30;1.687182e-29;-8.804945e-29;
25;2;-2.740897e-30;-6.327590e-30;3.116908e-28;
26;0;1.876791e-04;5.380737e-04;5.588019e-03;
26;1;-1.257401e-04;-7.729974e-04;-7.411352e-03;
26;2;-9.654233e-05;-7.157060e-04;-6.823495e-03;
27;0;-6.322407e-13;-5.776908e-12;1.314939e-10;
27;1;-7.241431e-13;-3.676994e-12;2.285691e-11;
27;2;-1.157578e-12;-9.604584e-12;1.190394e-10;
28;0;-2.707932e-62;-7.383719e-62;-2.295427e-61;
28;1;-8.397512e-61;4.545825e-61;1.006423e-59;
28;2;3.000576e-61;-2.704730e-61;-3.953389e-60;
29;0;-1.923521e-03;-4.123217e-04;-5.139555e-02;
29;1;-1.689589e-03;-1.955512e-04;-3.992383e-02;
29;2;-1.714910e-03;-2.979886e-04;-6.170825e-02;
30;0;-1.138121e-09;1.600186e-10;-1.444191e-08;
30;1;-8.870078e-10;-1.681596e-11;-9.903455e-09;
30;2;-2.146831e-09;3.854706e-10;-3.048523e-08;
31;0;3.169191e-83;5.500389e-83;7.803100e-82;
31;1;7.000774e-83;-1.877642e-82;-3.269707e-81;
31;2;-7.996414e-83;9.172660e-84;1.062649e-81;
32;0;5.893842e-18;-5.163330e-18;3.194367e-17;
32;1;-3.065027e-17;5.979382e-18;-1.000781e-16;
32;2;1.551799e-17;-3.486684e-18;4.563991e-17;
33;0;1.430212e-102;4.146258e-103;2.480560e-101;
33;1;-2.256896e-102;-7.755031e-103;-2.856108e-101;
33;2;4.191222e-103;9.904988e-104;1.437167e-102;
34;0;-4.628214e-102;-9.973658e-101;-4.027539e-101;
34;1;-5.318659e-101;-5.289564e-101;-1.853750e-99;
34;2;3.523506e-101;5.827751e-101;9.718126e-100;
35;0;5.567184e-65;-4.406342e-65;-4.098075e-64;
35;1;-9.487985e-66;7.399641e-66;1.980178e-65;
35;2;-1.046079e-64;8.660578e-65;9.111738e-64;
36;0;-9.631124e-03;1.828620e-02;-4.600634e-01;
36;1;-1.012581e-03;1.898709e-02;-2.779394e-01;
36;2;-1.065806e-02;2.327785e-02;-4.303758e-01;
37;0;-2.485913e-03;2.559255e-03;7.084051e-02;
37;1;-2.059848e-03;3.263676e-03;7.298991e-02;
37;2;-1.984230e-03;2.461140e-03;6.625699e-02;
38;0;-1.215525e-58;-1.544970e-58;5.242252e-57;
38;1;9.327303e-59;7.984343e-58;-2.806682e-56;
38;2;1.944870e-58;-3.381539e-58;1.492656e-56;
39;0;1.293134e-48;-6.906440e-48;-9.393131e-47;
39;1;5.526966e-47;3.238880e-47;-9.774789e-46;
39;2;-5.217930e-47;-3.015867e-47;1.094480e-45;
40;0;-3.920898e-50;9.699893e-50;-2.463888e-48;
40;1;-1.922111e-51;-2.907405e-50;1.043566e-48;
40;2;8.806107e-51;-4.084294e-50;7.400978e-49;
41;0;7.035379e-06;-1.991403e-05;-2.715587e-04;
41;1;2.196172e-05;-6.217837e-05;-1.010939e-03;
41;2;-2.586278e-06;1.127666e-05;1.723962e-04;
42;0;-1.826377e-03;-8.966995e-04;2.040077e-02;
42;1;-2.036069e-03;-9.850946e-04;2.236812e-02;
42;2;-2.402489e-03;-1.469369e-03;4.599859e-02;
43;0;-1.639979e-65;-6.872109e-65;1.234031e-63;
43;1;-1.080050e-65;-2.662598e-65;5.545963e-64;
43;2;5.195330e-66;2.916122e-65;-4.688243e-64;
44;0;7.917062e-58;-1.289260e-57;4.353001e-56;
44;1;-1.461688e-57;2.910440e-58;-3.293534e-56;
44;2;3.799460e-58;3.155336e-58;-5.337613e-57;
45;0;7.201763e-51;-9.423365e-51;1.087287e-48;
45;1;-1.232819e-51;9.597449e-51;-4.958574e-51;
45;2;8.620957e-50;-3.543651e-50;-2.452592e-48;
46;0;-3.960830e-03;1.934043e-03;-5.185220e-02;
46;1;-7.506886e-03;3.977288e-03;-3.345729e-02;
46;2;-7.902152e-03;4.673668e-03;-5.050568e-02;
47;0;2.087843e-21;-8.757198e-22;3.750144e-20;
47;1;-2.445610e-21;9.791778e-22;-3.181234e-20;
47;2;3.405089e-21;-1.858588e-21;4.633698e-20;
48;0;-1.934246e-27;3.070245e-27;-6.953108e-26;
48;1;4.038877e-27;-3.542905e-27;1.062644e-25;
48;2;6.205401e-27;-8.018969e-27;2.012420e-25;
49;0;-8.803824e-10;-4.986040e-10;-1.091517e-08;
49;1;-5.710829e-10;-6.064883e-10;-1.274598e-08;
49;2;-7.861985e-10;-6.413969e-10;-1.532186e-08;
50;0;4.002933e-02;3.863656e-02;-2.970456e-01;
50;1;9.756245e-02;9.696136e-02;-2.080386e-01;
50;2;6.767471e-02;3.376104e-02;-3.358345e-01;
51;0;-5.304961e-04;-5.740158e-04;3.906285e-03;
51;1;-6.610323e-04;4.862841e-04;-1.766994e-02;
51;2;-4.697501e-04;7.925463e-04;-3.385833e-02;
52;0;-7.949489e-17;-1.076536e-16;-1.326259e-16;
52;1;4.624974e-16;-2.416450e-17;9.913968e-16;
52;2;-1.193339e-15;4.722960e-16;-3.918443e-15;
53;0;-7.874419e-21;2.990325e-20;6.395866e-19;
53;1;-1.441181e-20;2.002308e-20;5.143775e-19;
53;2;3.165856e-22;-2.856932e-21;-1.341308e-19;
54;0;3.979870e-83;1.212860e-84;1.083779e-81;
54;1;-3.341861e-83;-1.859428e-83;-4.213378e-82;
54;2;-6.460028e-83;-1.482180e-83;-1.421967e-81;
55;0;-4.634365e-29;1.183109e-27;-2.820277e-26;
55;1;2.077465e-29;2.950014e-28;-6.490244e-27;
55;2;7.706471e-29;-5.638540e-28;1.229531e-26;
56;0;1.975435e-19;-1.018020e-18;9.156015e-18;
56;1;7.725022e-19;6.536248e-19;-1.586305e-17;
56;2;4.061668e-19;5.553877e-19;-1.765379e-17;
57;0;-8.384179e-91;2.029153e-90;-5.769012e-89;
57;1;2.223071e-90;-4.731812e-91;6.472278e-89;
57;2;-2.650054e-91;-8.089038e-91;7.864253e-92;
58;0;-3.479360e-37;-5.473609e-38;-8.667224e-37;
58;1;6.101769e-37;9.919934e-38;1.595917e-36;
58;2;1.280851e-37;-2.175868e-38;4.525663e-37;
59;0;-2.836555e-08;6.059035e-08;1.181796e-06;
59;1;5.257830e-09;6.828266e-09;8.298610e-08;
59;2;7.604226e-09;-2.326419e-08;-5.685630e-07;
60;0;-3.730501e-23;-2.776104e-22;-5.168217e-21;
60;1;1.024463e-21;4.088130e-21;-1.043690e-19;
60;2;-1.624845e-21;-1.622826e-21;5.179660e-20;
61;0;9.591483e-38;4.573179e-36;-8.745135e-35;
61;1;3.078681e-37;2.503704e-36;-3.454014e-35;
61;2;2.143623e-36;-1.236347e-35;2.548263e-34;
62;0;3.645261e-27;-7.470187e-26;-2.199315e-24;
62;1;9.407491e-26;2.075618e-25;7.063154e-24;
62;2;-1.027466e-26;-5.969132e-26;-1.743455e-24;
63;0;2.010110e-95;6.079815e-95;-6.785175e-94;
63;1;-1.312730e-95;-5.013469e-95;9.367017e-94;
63;2;-9.925884e-97;-7.264035e-96;-1.135673e-94;
64;0;-1.021869e-99;5.914764e-100;-2.153376e-98;
64;1;6.430340e-100;-3.995586e-100;1.232216e-98;
64;2;-3.850741e-100;-1.482721e-99;1.577686e-98;
65;0;-2.552247e-26;2.352980e-26;-2.882027e-25;
65;1;-9.624972e-28;-3.766896e-27;9.782719e-27;
65;2;-3.547788e-27;2.556592e-27;-3.807338e-26;
66;0;4.729251e-94;2.941827e-93;-4.615627e-92;
66;1;4.180117e-94;-2.684286e-94;9.945748e-93;
66;2;-1.079012e-93;-1.580142e-93;-3.466002e-93;
67;0;1.414424e-16;-2.763635e-16;5.443137e-15;
67;1;1.778555e-16;-4.369469e-16;5.193845e-15;
67;2;-1.160264e-16;2.329625e-16;-3.431999e-15;
68;0;1.356804e-07;-4.297215e-09;2.003386e-06;
68;1;8.754011e-08;-1.802855e-08;8.050193e-07;
68;2;-2.558672e-07;-1.596873e-09;-3.583576e-06;
69;0;6.459487e-04;-4.661490e-03;1.010093e-01;
69;1;8.029596e-04;-5.377752e-03;1.134123e-01;
69;2;2.531548e-04;-4.484095e-03;9.859005e-02;
