number;name;x;y;val;
0;0;-3.658540e-29;1.677324e-29;7.039605e-28;
0;1;7.023558e-31;5.525895e-30;-4.306356e-29;
0;2;5.455772e-29;-1.554709e-30;-9.879508e-28;
1;0;2.765092e-30;6.874518e-30;-6.675599e-29;
1;1;1.622152e-29;1.656112e-29;-5.585565e-28;
1;2;8.278651e-29;2.914622e-29;-1.532625e-27;
2;0;1.059689e-11;-1.007841e-11;-2.029161e-10;
2;1;-6.240349e-12;6.078032e-12;9.988780e-11;
2;2;-5.543873e-12;4.532477e-12;1.003814e-10;
3;0;1.568438e-35;-1.146892e-35;-3.791045e-34;
3;1;-4.161965e-35;1.106384e-35;5.476421e-34;
3;2;8.937021e-35;-3.422995e-35;-1.409931e-33;
4;0;-4.486422e-10;-8.187207e-11;-7.642681e-09;
4;1;1.232947e-09;1.447785e-10;1.445903e-08;
4;2;1.111078e-09;1.638204e-10;1.338599e-08;
5;0;8.006179e-17;-8.194621e-17;8.132541e-16;
5;1;-6.148660e-17;8.161890e-17;-8.181837e-16;
5;2;-2.236737e-17;4.586169e-17;-3.279410e-16;
6;0;-7.745801e-30;1.911716e-29;5.887386e-28;
6;1;2.145083e-29;-5.348800e-30;-4.775113e-28;
6;2;2.416659e-32;3.199768e-30;3.054971e-29;
7;0;3.569738e-10;-1.749752e-11;6.736220e-09;
7;1;1.244159e-10;-6.501461e-12;1.325634e-09;
7;2;4.563033e-10;-1.436890e-11;5.187748e-09;
8;0;3.895558e-08;-3.419426e-09;-7.668559e-07;
8;1;6.286017e-09;-1.235832e-08;-5.977653e-08;
8;2;-9.754825e-08;-2.156631e-08;2.222370e-06;
9;0;-9.319340e-28;-6.265220e-28;6.802121e-27;
9;1;-5.579027e-28;9.874176e-29;1.395934e-26;
9;2;1.422816e-27;-7.341061e-28;-3.164099e-26;
10;0;5.271851e-36;-1.929293e-36;-1.014592e-34;
10;1;-2.978482e-36;-3.144740e-36;3.989219e-35;
10;2;7.223819e-37;8.949230e-36;1.511561e-34;
11;0;-8.302813e-10;-8.150796e-11;-8.031400e-09;
11;1;1.488506e-09;2.293316e-10;1.526415e-08;
11;2;1.209853e-09;1.620362e-10;6.614745e-09;
12;0;-7.232574e-12;1.821600e-11;-4.384212e-10;
12;1;-5.277305e-12;3.746416e-11;-6.730105e-10;
12;2;-1.902597e-11;6.482886e-11;-1.138399e-09;
13;0;4.248299e-10;-5.025540e-11;6.818324e-09;
13;1;1.721779e-10;-2.999106e-11;2.536624e-09;
