number;name;x;y;val;
0;0;-3.695947e-29;1.695338e-29;7.115801e-28;
0;1;5.627651e-31;5.508160e-30;-4.094742e-29;
0;2;5.490541e-29;-1.642352e-30;-9.952594e-28;
1;0;2.606678e-30;6.841254e-30;-6.415715e-29;
1;1;1.649726e-29;1.675030e-29;-5.629539e-28;
1;2;8.347869e-29;2.934077e-29;-1.547188e-27;
2;0;1.064963e-11;-1.010720e-11;-2.035789e-10;
2;1;-6.277622e-12;6.121212e-12;1.005658e-10;
2;2;-5.574823e-12;4.560141e-12;1.009373e-10;
3;0;1.566176e-35;-1.147031e-35;-3.791695e-34;
3;1;-4.180877e-35;1.110296e-35;5.503699e-34;
3;2;8.976567e-35;-3.436163e-35;-1.416286e-33;
4;0;-4.499472e-10;-8.200478e-11;-7.660730e-09;
4;1;1.235157e-09;1.450559e-10;1.448507e-08;
4;2;1.113413e-09;1.641479e-10;1.341301e-08;
5;0;8.034045e-17;-8.222110e-17;8.157283e-16;
5;1;-6.161962e-17;8.181806e-17;-8.198911e-16;
5;2;-2.231451e-17;4.589588e-17;-3.271665e-16;
6;0;-7.873514e-30;1.931298e-29;5.957869e-28;
6;1;2.158500e-29;-5.276152e-30;-4.788087e-28;
6;2;-1.055405e-31;3.111702e-30;3.330976e-29;
7;0;3.581028e-10;-1.757414e-11;6.757512e-09;
7;1;1.246906e-10;-6.490156e-12;1.328426e-09;
7;2;4.577790e-10;-1.443775e-11;5.204328e-09;
8;0;3.899362e-08;-3.421246e-09;-7.675935e-07;
8;1;6.311932e-09;-1.236703e-08;-6.034142e-08;
8;2;-9.760938e-08;-2.158447e-08;2.223751e-06;
9;0;-9.178026e-28;-6.381404e-28;6.433818e-27;
9;1;-5.549091e-28;9.649069e-29;1.390416e-26;
9;2;1.431129e-27;-7.378240e-28;-3.177190e-26;
10;0;5.280851e-36;-1.901914e-36;-1.012607e-34;
10;1;-2.995642e-36;-3.167621e-36;3.993421e-35;
10;2;7.228737e-37;8.979979e-36;1.517153e-34;
11;0;-8.323544e-10;-8.168336e-11;-8.049414e-09;
11;1;1.491629e-09;2.297162e-10;1.529469e-08;
